method,dataset,seed,best_epoch,stopped_epoch,ndcg_at_5,recall_hr_at_5,ndcg_at_10,recall_hr_at_10,selection_wall_seconds,pure_training_seconds,test_wall_seconds,wall_ms_per_user,ranking_ms_per_user,evaluated_users,catalog_item_count,gpu,source_result_file
SASRec-PyTorch (pmixer),Amazon Sports,2026,21,41,0.009465245607763377,0.014523287825158717,0.012378481175130764,0.023568739816843643,283.95219830423594,196.17555700801313,2.1584970094263554,0.06063534494708566,0.05423398465010228,35598,18357,NVIDIA GeForce RTX 4090,05_runs/seed_2026/test_results.json
SASRec-PyTorch (pmixer),Amazon Sports,2027,21,41,0.00937716279450317,0.014748019551660206,0.012542437922553377,0.024636215517725716,275.0511545650661,188.8899712022394,2.1306462809443474,0.059852977160074934,0.053680813417932856,35598,18357,NVIDIA GeForce RTX 4090,05_runs/seed_2027/test_results.json
SASRec-PyTorch (pmixer),Amazon Sports,2028,28,48,0.00990636990414462,0.01486038541491095,0.013134452401905208,0.024945221641665263,322.4732588157058,220.8635659441352,2.0847609117627144,0.058563989880406606,0.052558338598502716,35598,18357,NVIDIA GeForce RTX 4090,05_runs/seed_2028/test_results.json
