seed,best_epoch,best_val_ndcg@10,ndcg@5,ndcg@10,ndcg@20,ndcg@50,recall@5,recall@10,recall@20,recall@50,err@5,err@10,err@20,err@50,training_wall_seconds,test_wall_seconds,total_wall_seconds
2024,196,0.03109878860414028,0.018232926726341248,0.023458078503608704,0.028993118554353714,0.037893082946538925,0.027726275846362114,0.04396314546465874,0.06601494550704956,0.11124220490455627,0.0,0.0,0.0,0.0,181986.0,832.0,182818.0
2025,197,0.03149840608239174,0.018412861973047256,0.023358186706900597,0.0291732270270586,0.03798849135637283,0.028456654399633408,0.04376650229096413,0.06688577681779861,0.1117478534579277,0.0,0.0,0.0,0.0,181950.0,829.0,182779.0
2026,195,0.032254815101623535,0.019745729863643646,0.02474883943796158,0.030612269416451454,0.03954709321260452,0.029945502057671547,0.045564357191324234,0.06885218620300293,0.11416371911764145,0.0,0.0,0.0,5.618293243969674e-07,181889.0,835.0,182724.0
2027,199,0.030560877174139023,0.017964227125048637,0.023041963577270508,0.02861727960407734,0.0372973270714283,0.027080172672867775,0.04283948615193367,0.0651160180568695,0.10916343331336975,0.0,0.0,0.0,0.0,182515.0,831.0,183347.0
2028,189,0.032188285142183304,0.01924930140376091,0.02442699298262596,0.0302860327064991,0.03944088891148567,0.029074667021632195,0.045086801052093506,0.0683465376496315,0.11480981856584549,0.0,0.0,0.0,0.0,181227.0,825.0,182052.0
